Lines/Markers	Lines/Markers	X	X
JHI-Hv50k-2016-489128	JHI-Hv50k-2016-489128	7H	514975871
JHI-Hv50k-2016-489129	JHI-Hv50k-2016-489129	7H	514976282
JHI-Hv50k-2016-489144	JHI-Hv50k-2016-489144	7H	515327677
JHI-Hv50k-2016-489145	JHI-Hv50k-2016-489145	7H	515327792
JHI-Hv50k-2016-489146	JHI-Hv50k-2016-489146	7H	515327889
JHI-Hv50k-2016-489156	JHI-Hv50k-2016-489156	7H	515346677
JHI-Hv50k-2016-489157	JHI-Hv50k-2016-489157	7H	515346755
JHI-Hv50k-2016-489162	JHI-Hv50k-2016-489162	7H	515357058
JHI-Hv50k-2016-489163	JHI-Hv50k-2016-489163	7H	515357671
JHI-Hv50k-2016-489164	JHI-Hv50k-2016-489164	7H	515358013
JHI-Hv50k-2016-489167	JHI-Hv50k-2016-489167	7H	515380176
JHI-Hv50k-2016-489168	JHI-Hv50k-2016-489168	7H	515381616
JHI-Hv50k-2016-489174	JHI-Hv50k-2016-489174	7H	515384905
JHI-Hv50k-2016-489177	JHI-Hv50k-2016-489177	7H	515385237
JHI-Hv50k-2016-489195	JHI-Hv50k-2016-489195	7H	515725017
JHI-Hv50k-2016-489197	JHI-Hv50k-2016-489197	7H	515725129
JHI-Hv50k-2016-489198	JHI-Hv50k-2016-489198	7H	515725137
JHI-Hv50k-2016-489205	JHI-Hv50k-2016-489205	7H	515794122
JHI-Hv50k-2016-489219	JHI-Hv50k-2016-489219	7H	515902361
JHI-Hv50k-2016-489226	JHI-Hv50k-2016-489226	7H	515903719
JHI-Hv50k-2016-489228	JHI-Hv50k-2016-489228	7H	515904183
JHI-Hv50k-2016-489241	JHI-Hv50k-2016-489241	7H	515956586
JHI-Hv50k-2016-489243	JHI-Hv50k-2016-489243	7H	515957090
JHI-Hv50k-2016-489248	JHI-Hv50k-2016-489248	7H	515958579
JHI-Hv50k-2016-489249	JHI-Hv50k-2016-489249	7H	515958717
JHI-Hv50k-2016-489254	JHI-Hv50k-2016-489254	7H	516169234
JHI-Hv50k-2016-489255	JHI-Hv50k-2016-489255	7H	516169345
JHI-Hv50k-2016-489260	JHI-Hv50k-2016-489260	7H	516169646
JHI-Hv50k-2016-489261	JHI-Hv50k-2016-489261	7H	516169732
JHI-Hv50k-2016-489265	JHI-Hv50k-2016-489265	7H	516170357
JHI-Hv50k-2016-489266	JHI-Hv50k-2016-489266	7H	516170411
JHI-Hv50k-2016-489269	JHI-Hv50k-2016-489269	7H	516170660
JHI-Hv50k-2016-489275	JHI-Hv50k-2016-489275	7H	516189800
JHI-Hv50k-2016-489283	JHI-Hv50k-2016-489283	7H	516658283
JHI-Hv50k-2016-489286	JHI-Hv50k-2016-489286	7H	516659790
JHI-Hv50k-2016-489287	JHI-Hv50k-2016-489287	7H	516660284
JHI-Hv50k-2016-489288	JHI-Hv50k-2016-489288	7H	516660374
JHI-Hv50k-2016-489310	JHI-Hv50k-2016-489310	7H	516828082
JHI-Hv50k-2016-489337	JHI-Hv50k-2016-489337	7H	516838958
JHI-Hv50k-2016-489347	JHI-Hv50k-2016-489347	7H	516839661
JHI-Hv50k-2016-489351	JHI-Hv50k-2016-489351	7H	516840449
JHI-Hv50k-2016-489359	JHI-Hv50k-2016-489359	7H	517019692
JHI-Hv50k-2016-489384	JHI-Hv50k-2016-489384	7H	517022025
JHI-Hv50k-2016-489432	JHI-Hv50k-2016-489432	7H	517091581
JHI-Hv50k-2016-489433	JHI-Hv50k-2016-489433	7H	517209586
JHI-Hv50k-2016-489434	JHI-Hv50k-2016-489434	7H	517209786
JHI-Hv50k-2016-489436	JHI-Hv50k-2016-489436	7H	517209903
JHI-Hv50k-2016-489437	JHI-Hv50k-2016-489437	7H	517210010
JHI-Hv50k-2016-489438	JHI-Hv50k-2016-489438	7H	517210780
JHI-Hv50k-2016-489447	JHI-Hv50k-2016-489447	7H	517548189
JHI-Hv50k-2016-489461	JHI-Hv50k-2016-489461	7H	517556754
JHI-Hv50k-2016-489465	JHI-Hv50k-2016-489465	7H	517559350
JHI-Hv50k-2016-489466	JHI-Hv50k-2016-489466	7H	517560223
JHI-Hv50k-2016-489471	JHI-Hv50k-2016-489471	7H	517646031
JHI-Hv50k-2016-489537	JHI-Hv50k-2016-489537	7H	517977534
JHI-Hv50k-2016-489540	JHI-Hv50k-2016-489540	7H	517977728
JHI-Hv50k-2016-489553	JHI-Hv50k-2016-489553	7H	518164951
JHI-Hv50k-2016-489566	JHI-Hv50k-2016-489566	7H	518556318
JHI-Hv50k-2016-489579	JHI-Hv50k-2016-489579	7H	518602773
JHI-Hv50k-2016-489580	JHI-Hv50k-2016-489580	7H	518602866
JHI-Hv50k-2016-489581	JHI-Hv50k-2016-489581	7H	518603417
JHI-Hv50k-2016-489587	JHI-Hv50k-2016-489587	7H	518604429
JHI-Hv50k-2016-489588	JHI-Hv50k-2016-489588	7H	518604674
JHI-Hv50k-2016-489593	JHI-Hv50k-2016-489593	7H	518604829
JHI-Hv50k-2016-489595	JHI-Hv50k-2016-489595	7H	518604874
JHI-Hv50k-2016-489596	JHI-Hv50k-2016-489596	7H	518608352
JHI-Hv50k-2016-489616	JHI-Hv50k-2016-489616	7H	518621212
JHI-Hv50k-2016-489637	JHI-Hv50k-2016-489637	7H	518783334
JHI-Hv50k-2016-489642	JHI-Hv50k-2016-489642	7H	518783609
JHI-Hv50k-2016-489662	JHI-Hv50k-2016-489662	7H	518837354
JHI-Hv50k-2016-489664	JHI-Hv50k-2016-489664	7H	518839547
JHI-Hv50k-2016-489665	JHI-Hv50k-2016-489665	7H	518839697
JHI-Hv50k-2016-489666	JHI-Hv50k-2016-489666	7H	518840840
JHI-Hv50k-2016-489667	JHI-Hv50k-2016-489667	7H	518841025
JHI-Hv50k-2016-489668	JHI-Hv50k-2016-489668	7H	518842485
JHI-Hv50k-2016-489681	JHI-Hv50k-2016-489681	7H	518882489
JHI-Hv50k-2016-4897	JHI-Hv50k-2016-4897	1H	4297755
JHI-Hv50k-2016-489705	JHI-Hv50k-2016-489705	7H	519348839
JHI-Hv50k-2016-489706	JHI-Hv50k-2016-489706	7H	519349908
JHI-Hv50k-2016-489750	JHI-Hv50k-2016-489750	7H	519720699
JHI-Hv50k-2016-489782	JHI-Hv50k-2016-489782	7H	520170561
JHI-Hv50k-2016-489791	JHI-Hv50k-2016-489791	7H	520199642
JHI-Hv50k-2016-489795	JHI-Hv50k-2016-489795	7H	520200578
JHI-Hv50k-2016-489796	JHI-Hv50k-2016-489796	7H	520200609
JHI-Hv50k-2016-489798	JHI-Hv50k-2016-489798	7H	520200713
JHI-Hv50k-2016-489799	JHI-Hv50k-2016-489799	7H	520201204
JHI-Hv50k-2016-489800	JHI-Hv50k-2016-489800	7H	520201288
JHI-Hv50k-2016-489811	JHI-Hv50k-2016-489811	7H	520460312
JHI-Hv50k-2016-489815	JHI-Hv50k-2016-489815	7H	520470412
JHI-Hv50k-2016-48987	JHI-Hv50k-2016-48987	1H	530480400
JHI-Hv50k-2016-489873	JHI-Hv50k-2016-489873	7H	520955010
JHI-Hv50k-2016-489882	JHI-Hv50k-2016-489882	7H	520957565
JHI-Hv50k-2016-489888	JHI-Hv50k-2016-489888	7H	521036024
JHI-Hv50k-2016-489897	JHI-Hv50k-2016-489897	7H	521043651
JHI-Hv50k-2016-489899	JHI-Hv50k-2016-489899	7H	521168703
JHI-Hv50k-2016-489912	JHI-Hv50k-2016-489912	7H	521257590
JHI-Hv50k-2016-489914	JHI-Hv50k-2016-489914	7H	521258082
JHI-Hv50k-2016-48992	JHI-Hv50k-2016-48992	1H	530480839
JHI-Hv50k-2016-489921	JHI-Hv50k-2016-489921	7H	521340775
JHI-Hv50k-2016-489930	JHI-Hv50k-2016-489930	7H	521418242
JHI-Hv50k-2016-489937	JHI-Hv50k-2016-489937	7H	521506268
JHI-Hv50k-2016-489941	JHI-Hv50k-2016-489941	7H	521508298
JHI-Hv50k-2016-489966	JHI-Hv50k-2016-489966	7H	521711090
JHI-Hv50k-2016-490012	JHI-Hv50k-2016-490012	7H	521778596
JHI-Hv50k-2016-49002	JHI-Hv50k-2016-49002	1H	530532842
JHI-Hv50k-2016-490021	JHI-Hv50k-2016-490021	7H	521785105
JHI-Hv50k-2016-49003	JHI-Hv50k-2016-49003	1H	530532985
JHI-Hv50k-2016-490032	JHI-Hv50k-2016-490032	7H	522254745
JHI-Hv50k-2016-490051	JHI-Hv50k-2016-490051	7H	522262665
JHI-Hv50k-2016-490054	JHI-Hv50k-2016-490054	7H	522264061
JHI-Hv50k-2016-490065	JHI-Hv50k-2016-490065	7H	522444619
JHI-Hv50k-2016-490070	JHI-Hv50k-2016-490070	7H	522445829
JHI-Hv50k-2016-490074	JHI-Hv50k-2016-490074	7H	522446489
JHI-Hv50k-2016-490087	JHI-Hv50k-2016-490087	7H	522494441
JHI-Hv50k-2016-490114	JHI-Hv50k-2016-490114	7H	522662927
JHI-Hv50k-2016-490130	JHI-Hv50k-2016-490130	7H	522727325
JHI-Hv50k-2016-49014	JHI-Hv50k-2016-49014	1H	530542225
JHI-Hv50k-2016-490155	JHI-Hv50k-2016-490155	7H	522784443
JHI-Hv50k-2016-490173	JHI-Hv50k-2016-490173	7H	522973460
JHI-Hv50k-2016-490177	JHI-Hv50k-2016-490177	7H	522974896
JHI-Hv50k-2016-490225	JHI-Hv50k-2016-490225	7H	523570278
JHI-Hv50k-2016-490226	JHI-Hv50k-2016-490226	7H	523570506
JHI-Hv50k-2016-490232	JHI-Hv50k-2016-490232	7H	523658843
JHI-Hv50k-2016-490287	JHI-Hv50k-2016-490287	7H	524011684
JHI-Hv50k-2016-490305	JHI-Hv50k-2016-490305	7H	524332552
JHI-Hv50k-2016-490316	JHI-Hv50k-2016-490316	7H	524334679
JHI-Hv50k-2016-490346	JHI-Hv50k-2016-490346	7H	524389943
JHI-Hv50k-2016-490347	JHI-Hv50k-2016-490347	7H	524390242
JHI-Hv50k-2016-490352	JHI-Hv50k-2016-490352	7H	524392445
JHI-Hv50k-2016-490354	JHI-Hv50k-2016-490354	7H	524392696
JHI-Hv50k-2016-490360	JHI-Hv50k-2016-490360	7H	524818952
JHI-Hv50k-2016-490364	JHI-Hv50k-2016-490364	7H	524820464
JHI-Hv50k-2016-490370	JHI-Hv50k-2016-490370	7H	524822249
JHI-Hv50k-2016-490380	JHI-Hv50k-2016-490380	7H	524825783
JHI-Hv50k-2016-490393	JHI-Hv50k-2016-490393	7H	525096052
JHI-Hv50k-2016-490422	JHI-Hv50k-2016-490422	7H	525216849
JHI-Hv50k-2016-490424	JHI-Hv50k-2016-490424	7H	525217306
JHI-Hv50k-2016-49043	JHI-Hv50k-2016-49043	1H	530733322
JHI-Hv50k-2016-490444	JHI-Hv50k-2016-490444	7H	525219778
JHI-Hv50k-2016-490447	JHI-Hv50k-2016-490447	7H	525220727
JHI-Hv50k-2016-490457	JHI-Hv50k-2016-490457	7H	525456362
JHI-Hv50k-2016-490465	JHI-Hv50k-2016-490465	7H	525523403
JHI-Hv50k-2016-490472	JHI-Hv50k-2016-490472	7H	525548540
JHI-Hv50k-2016-490485	JHI-Hv50k-2016-490485	7H	525893891
JHI-Hv50k-2016-490492	JHI-Hv50k-2016-490492	7H	525898951
JHI-Hv50k-2016-490493	JHI-Hv50k-2016-490493	7H	525899817
JHI-Hv50k-2016-490508	JHI-Hv50k-2016-490508	7H	526024621
JHI-Hv50k-2016-490510	JHI-Hv50k-2016-490510	7H	526025516
JHI-Hv50k-2016-490522	JHI-Hv50k-2016-490522	7H	526375795
JHI-Hv50k-2016-490536	JHI-Hv50k-2016-490536	7H	526888486
JHI-Hv50k-2016-490564	JHI-Hv50k-2016-490564	7H	527476895
JHI-Hv50k-2016-490565	JHI-Hv50k-2016-490565	7H	527477102
JHI-Hv50k-2016-490573	JHI-Hv50k-2016-490573	7H	527741261
JHI-Hv50k-2016-490574	JHI-Hv50k-2016-490574	7H	527741282
JHI-Hv50k-2016-490586	JHI-Hv50k-2016-490586	7H	527757429
JHI-Hv50k-2016-490594	JHI-Hv50k-2016-490594	7H	527760632
JHI-Hv50k-2016-4906	JHI-Hv50k-2016-4906	1H	4301416
JHI-Hv50k-2016-490605	JHI-Hv50k-2016-490605	7H	527964210
JHI-Hv50k-2016-490606	JHI-Hv50k-2016-490606	7H	527989789
JHI-Hv50k-2016-490618	JHI-Hv50k-2016-490618	7H	528585066
JHI-Hv50k-2016-490624	JHI-Hv50k-2016-490624	7H	528800837
JHI-Hv50k-2016-490625	JHI-Hv50k-2016-490625	7H	528801032
JHI-Hv50k-2016-490630	JHI-Hv50k-2016-490630	7H	528802775
JHI-Hv50k-2016-490634	JHI-Hv50k-2016-490634	7H	528803157
JHI-Hv50k-2016-490636	JHI-Hv50k-2016-490636	7H	528803938
JHI-Hv50k-2016-490639	JHI-Hv50k-2016-490639	7H	528843004
JHI-Hv50k-2016-490643	JHI-Hv50k-2016-490643	7H	528846272
JHI-Hv50k-2016-490653	JHI-Hv50k-2016-490653	7H	529095622
JHI-Hv50k-2016-490658	JHI-Hv50k-2016-490658	7H	529368878
JHI-Hv50k-2016-490659	JHI-Hv50k-2016-490659	7H	529369953
JHI-Hv50k-2016-490660	JHI-Hv50k-2016-490660	7H	529370239
JHI-Hv50k-2016-490661	JHI-Hv50k-2016-490661	7H	529372112
JHI-Hv50k-2016-49067	JHI-Hv50k-2016-49067	1H	530751166
JHI-Hv50k-2016-490681	JHI-Hv50k-2016-490681	7H	530043553
JHI-Hv50k-2016-490682	JHI-Hv50k-2016-490682	7H	530043998
JHI-Hv50k-2016-490693	JHI-Hv50k-2016-490693	7H	530344943
JHI-Hv50k-2016-490703	JHI-Hv50k-2016-490703	7H	530347748
JHI-Hv50k-2016-490708	JHI-Hv50k-2016-490708	7H	530348085
JHI-Hv50k-2016-490711	JHI-Hv50k-2016-490711	7H	530348524
JHI-Hv50k-2016-490717	JHI-Hv50k-2016-490717	7H	530349683
JHI-Hv50k-2016-490718	JHI-Hv50k-2016-490718	7H	530349734
JHI-Hv50k-2016-49072	JHI-Hv50k-2016-49072	1H	531066273
JHI-Hv50k-2016-490724	JHI-Hv50k-2016-490724	7H	530817108
JHI-Hv50k-2016-49073	JHI-Hv50k-2016-49073	1H	531066288
JHI-Hv50k-2016-490731	JHI-Hv50k-2016-490731	7H	530821633
JHI-Hv50k-2016-490732	JHI-Hv50k-2016-490732	7H	530821827
JHI-Hv50k-2016-490736	JHI-Hv50k-2016-490736	7H	530832285
JHI-Hv50k-2016-490737	JHI-Hv50k-2016-490737	7H	530832659
JHI-Hv50k-2016-490738	JHI-Hv50k-2016-490738	7H	530832926
JHI-Hv50k-2016-490739	JHI-Hv50k-2016-490739	7H	530833161
JHI-Hv50k-2016-490744	JHI-Hv50k-2016-490744	7H	530975657
JHI-Hv50k-2016-490752	JHI-Hv50k-2016-490752	7H	530981996
JHI-Hv50k-2016-49076	JHI-Hv50k-2016-49076	1H	531237516
JHI-Hv50k-2016-490769	JHI-Hv50k-2016-490769	7H	531283557
JHI-Hv50k-2016-49077	JHI-Hv50k-2016-49077	1H	531463503
JHI-Hv50k-2016-490775	JHI-Hv50k-2016-490775	7H	531668682
JHI-Hv50k-2016-490788	JHI-Hv50k-2016-490788	7H	531828620
JHI-Hv50k-2016-490789	JHI-Hv50k-2016-490789	7H	531829100
JHI-Hv50k-2016-49079	JHI-Hv50k-2016-49079	1H	531633198
JHI-Hv50k-2016-490790	JHI-Hv50k-2016-490790	7H	531829497
JHI-Hv50k-2016-49080	JHI-Hv50k-2016-49080	1H	531700738
JHI-Hv50k-2016-490805	JHI-Hv50k-2016-490805	7H	531973117
JHI-Hv50k-2016-490808	JHI-Hv50k-2016-490808	7H	531975687
JHI-Hv50k-2016-490821	JHI-Hv50k-2016-490821	7H	532055250
JHI-Hv50k-2016-490831	JHI-Hv50k-2016-490831	7H	532186707
JHI-Hv50k-2016-490845	JHI-Hv50k-2016-490845	7H	532352862
JHI-Hv50k-2016-490846	JHI-Hv50k-2016-490846	7H	532353426
JHI-Hv50k-2016-490847	JHI-Hv50k-2016-490847	7H	532355891
JHI-Hv50k-2016-490872	JHI-Hv50k-2016-490872	7H	533560429
JHI-Hv50k-2016-490909	JHI-Hv50k-2016-490909	7H	534310236
JHI-Hv50k-2016-490922	JHI-Hv50k-2016-490922	7H	534548327
JHI-Hv50k-2016-490923	JHI-Hv50k-2016-490923	7H	534548689
JHI-Hv50k-2016-490928	JHI-Hv50k-2016-490928	7H	534770634
JHI-Hv50k-2016-490929	JHI-Hv50k-2016-490929	7H	534770702
JHI-Hv50k-2016-490934	JHI-Hv50k-2016-490934	7H	534822731
JHI-Hv50k-2016-490959	JHI-Hv50k-2016-490959	7H	534857521
JHI-Hv50k-2016-49096	JHI-Hv50k-2016-49096	1H	532018613
JHI-Hv50k-2016-49097	JHI-Hv50k-2016-49097	1H	532018683
JHI-Hv50k-2016-490970	JHI-Hv50k-2016-490970	7H	534859453
JHI-Hv50k-2016-490973	JHI-Hv50k-2016-490973	7H	534938213
JHI-Hv50k-2016-490985	JHI-Hv50k-2016-490985	7H	535375827
JHI-Hv50k-2016-490986	JHI-Hv50k-2016-490986	7H	535376086
JHI-Hv50k-2016-490990	JHI-Hv50k-2016-490990	7H	535378069
JHI-Hv50k-2016-490991	JHI-Hv50k-2016-490991	7H	535379018
JHI-Hv50k-2016-490993	JHI-Hv50k-2016-490993	7H	535598108
JHI-Hv50k-2016-491005	JHI-Hv50k-2016-491005	7H	535606555
JHI-Hv50k-2016-491006	JHI-Hv50k-2016-491006	7H	535607289
JHI-Hv50k-2016-491029	JHI-Hv50k-2016-491029	7H	536017159
JHI-Hv50k-2016-491117	JHI-Hv50k-2016-491117	7H	536888490
JHI-Hv50k-2016-491119	JHI-Hv50k-2016-491119	7H	537251062
JHI-Hv50k-2016-491131	JHI-Hv50k-2016-491131	7H	537361086
JHI-Hv50k-2016-491148	JHI-Hv50k-2016-491148	7H	537881567
JHI-Hv50k-2016-491158	JHI-Hv50k-2016-491158	7H	537914633
JHI-Hv50k-2016-491161	JHI-Hv50k-2016-491161	7H	537916721
JHI-Hv50k-2016-491172	JHI-Hv50k-2016-491172	7H	537951457
JHI-Hv50k-2016-491174	JHI-Hv50k-2016-491174	7H	537951995
JHI-Hv50k-2016-491175	JHI-Hv50k-2016-491175	7H	537952159
JHI-Hv50k-2016-491200	JHI-Hv50k-2016-491200	7H	537973798
JHI-Hv50k-2016-491256	JHI-Hv50k-2016-491256	7H	538383119
JHI-Hv50k-2016-491258	JHI-Hv50k-2016-491258	7H	538452064
JHI-Hv50k-2016-491261	JHI-Hv50k-2016-491261	7H	538828953
JHI-Hv50k-2016-491296	JHI-Hv50k-2016-491296	7H	539747608
JHI-Hv50k-2016-491316	JHI-Hv50k-2016-491316	7H	539792328
JHI-Hv50k-2016-491325	JHI-Hv50k-2016-491325	7H	539971588
JHI-Hv50k-2016-49136	JHI-Hv50k-2016-49136	1H	532268025
JHI-Hv50k-2016-491366	JHI-Hv50k-2016-491366	7H	540262433
JHI-Hv50k-2016-491382	JHI-Hv50k-2016-491382	7H	540276014
JHI-Hv50k-2016-491383	JHI-Hv50k-2016-491383	7H	540276115
JHI-Hv50k-2016-491387	JHI-Hv50k-2016-491387	7H	540276249
JHI-Hv50k-2016-491404	JHI-Hv50k-2016-491404	7H	541957516
JHI-Hv50k-2016-491407	JHI-Hv50k-2016-491407	7H	542584599
JHI-Hv50k-2016-491409	JHI-Hv50k-2016-491409	7H	543239570
JHI-Hv50k-2016-491413	JHI-Hv50k-2016-491413	7H	545742619
JHI-Hv50k-2016-491414	JHI-Hv50k-2016-491414	7H	545752705
JHI-Hv50k-2016-491425	JHI-Hv50k-2016-491425	7H	546342109
JHI-Hv50k-2016-491428	JHI-Hv50k-2016-491428	7H	546345094
JHI-Hv50k-2016-491432	JHI-Hv50k-2016-491432	7H	546362979
JHI-Hv50k-2016-491435	JHI-Hv50k-2016-491435	7H	546364979
JHI-Hv50k-2016-491436	JHI-Hv50k-2016-491436	7H	546366896
JHI-Hv50k-2016-491439	JHI-Hv50k-2016-491439	7H	546371328
JHI-Hv50k-2016-491442	JHI-Hv50k-2016-491442	7H	546397166
JHI-Hv50k-2016-491452	JHI-Hv50k-2016-491452	7H	546424637
JHI-Hv50k-2016-491457	JHI-Hv50k-2016-491457	7H	546425486
JHI-Hv50k-2016-491463	JHI-Hv50k-2016-491463	7H	546483387
JHI-Hv50k-2016-491464	JHI-Hv50k-2016-491464	7H	546502627
JHI-Hv50k-2016-491465	JHI-Hv50k-2016-491465	7H	546557564
JHI-Hv50k-2016-491470	JHI-Hv50k-2016-491470	7H	546632220
JHI-Hv50k-2016-491472	JHI-Hv50k-2016-491472	7H	546632335
JHI-Hv50k-2016-491475	JHI-Hv50k-2016-491475	7H	546913302
JHI-Hv50k-2016-491480	JHI-Hv50k-2016-491480	7H	547207529
JHI-Hv50k-2016-491481	JHI-Hv50k-2016-491481	7H	547208572
JHI-Hv50k-2016-491483	JHI-Hv50k-2016-491483	7H	549108462
JHI-Hv50k-2016-491484	JHI-Hv50k-2016-491484	7H	550857351
JHI-Hv50k-2016-491487	JHI-Hv50k-2016-491487	7H	551396434
JHI-Hv50k-2016-491489	JHI-Hv50k-2016-491489	7H	552522100
JHI-Hv50k-2016-491493	JHI-Hv50k-2016-491493	7H	553368460
JHI-Hv50k-2016-491499	JHI-Hv50k-2016-491499	7H	555351656
JHI-Hv50k-2016-491502	JHI-Hv50k-2016-491502	7H	556434566
JHI-Hv50k-2016-491514	JHI-Hv50k-2016-491514	7H	560183221
JHI-Hv50k-2016-491516	JHI-Hv50k-2016-491516	7H	560941471
JHI-Hv50k-2016-491520	JHI-Hv50k-2016-491520	7H	561974246
JHI-Hv50k-2016-491528	JHI-Hv50k-2016-491528	7H	563805798
JHI-Hv50k-2016-491539	JHI-Hv50k-2016-491539	7H	569006824
JHI-Hv50k-2016-491540	JHI-Hv50k-2016-491540	7H	569250084
JHI-Hv50k-2016-491541	JHI-Hv50k-2016-491541	7H	569495328
JHI-Hv50k-2016-491542	JHI-Hv50k-2016-491542	7H	569504864
JHI-Hv50k-2016-491548	JHI-Hv50k-2016-491548	7H	570359442
JHI-Hv50k-2016-491568	JHI-Hv50k-2016-491568	7H	570492636
JHI-Hv50k-2016-491569	JHI-Hv50k-2016-491569	7H	570492768
JHI-Hv50k-2016-491570	JHI-Hv50k-2016-491570	7H	570492926
JHI-Hv50k-2016-491584	JHI-Hv50k-2016-491584	7H	570533209
JHI-Hv50k-2016-49160	JHI-Hv50k-2016-49160	1H	532276473
JHI-Hv50k-2016-491618	JHI-Hv50k-2016-491618	7H	570709610
JHI-Hv50k-2016-491626	JHI-Hv50k-2016-491626	7H	570713962
JHI-Hv50k-2016-491670	JHI-Hv50k-2016-491670	7H	570980829
JHI-Hv50k-2016-491677	JHI-Hv50k-2016-491677	7H	571062538
JHI-Hv50k-2016-491688	JHI-Hv50k-2016-491688	7H	571063671
JHI-Hv50k-2016-491699	JHI-Hv50k-2016-491699	7H	571193190
JHI-Hv50k-2016-49170	JHI-Hv50k-2016-49170	1H	532291773
JHI-Hv50k-2016-491708	JHI-Hv50k-2016-491708	7H	571215612
JHI-Hv50k-2016-491719	JHI-Hv50k-2016-491719	7H	572947028
JHI-Hv50k-2016-491720	JHI-Hv50k-2016-491720	7H	572947346
JHI-Hv50k-2016-491721	JHI-Hv50k-2016-491721	7H	572947645
JHI-Hv50k-2016-491722	JHI-Hv50k-2016-491722	7H	573239658
JHI-Hv50k-2016-491733	JHI-Hv50k-2016-491733	7H	573568916
JHI-Hv50k-2016-491734	JHI-Hv50k-2016-491734	7H	573569122
JHI-Hv50k-2016-491735	JHI-Hv50k-2016-491735	7H	573570818
JHI-Hv50k-2016-491736	JHI-Hv50k-2016-491736	7H	573571223
JHI-Hv50k-2016-491738	JHI-Hv50k-2016-491738	7H	573626645
JHI-Hv50k-2016-491740	JHI-Hv50k-2016-491740	7H	573627353
JHI-Hv50k-2016-491759	JHI-Hv50k-2016-491759	7H	574100921
JHI-Hv50k-2016-491760	JHI-Hv50k-2016-491760	7H	574102474
JHI-Hv50k-2016-491768	JHI-Hv50k-2016-491768	7H	574295930
JHI-Hv50k-2016-49178	JHI-Hv50k-2016-49178	1H	532325642
JHI-Hv50k-2016-491792	JHI-Hv50k-2016-491792	7H	574967595
JHI-Hv50k-2016-4918	JHI-Hv50k-2016-4918	1H	4302048
JHI-Hv50k-2016-491801	JHI-Hv50k-2016-491801	7H	574971799
JHI-Hv50k-2016-491802	JHI-Hv50k-2016-491802	7H	575005145
JHI-Hv50k-2016-491804	JHI-Hv50k-2016-491804	7H	575007089
JHI-Hv50k-2016-491807	JHI-Hv50k-2016-491807	7H	575009733
JHI-Hv50k-2016-491808	JHI-Hv50k-2016-491808	7H	575010361
JHI-Hv50k-2016-49181	JHI-Hv50k-2016-49181	1H	532368222
JHI-Hv50k-2016-49182	JHI-Hv50k-2016-49182	1H	532369050
JHI-Hv50k-2016-491820	JHI-Hv50k-2016-491820	7H	575019694
JHI-Hv50k-2016-491823	JHI-Hv50k-2016-491823	7H	575021237
JHI-Hv50k-2016-491841	JHI-Hv50k-2016-491841	7H	575461824
JHI-Hv50k-2016-49186	JHI-Hv50k-2016-49186	1H	532372667
JHI-Hv50k-2016-491866	JHI-Hv50k-2016-491866	7H	575489630
JHI-Hv50k-2016-491872	JHI-Hv50k-2016-491872	7H	575492610
JHI-Hv50k-2016-491886	JHI-Hv50k-2016-491886	7H	575839410
JHI-Hv50k-2016-491891	JHI-Hv50k-2016-491891	7H	575839827
JHI-Hv50k-2016-491897	JHI-Hv50k-2016-491897	7H	575840098
JHI-Hv50k-2016-491919	JHI-Hv50k-2016-491919	7H	576017243
JHI-Hv50k-2016-491923	JHI-Hv50k-2016-491923	7H	576217020
JHI-Hv50k-2016-491926	JHI-Hv50k-2016-491926	7H	576217891
JHI-Hv50k-2016-49193	JHI-Hv50k-2016-49193	1H	532415349
JHI-Hv50k-2016-491943	JHI-Hv50k-2016-491943	7H	576347542
JHI-Hv50k-2016-49197	JHI-Hv50k-2016-49197	1H	532435591
JHI-Hv50k-2016-491992	JHI-Hv50k-2016-491992	7H	577127307
JHI-Hv50k-2016-492041	JHI-Hv50k-2016-492041	7H	577607693
JHI-Hv50k-2016-492042	JHI-Hv50k-2016-492042	7H	577607695
JHI-Hv50k-2016-492043	JHI-Hv50k-2016-492043	7H	577607747
JHI-Hv50k-2016-492046	JHI-Hv50k-2016-492046	7H	577609130
JHI-Hv50k-2016-492050	JHI-Hv50k-2016-492050	7H	577609887
JHI-Hv50k-2016-492054	JHI-Hv50k-2016-492054	7H	577610014
JHI-Hv50k-2016-492055	JHI-Hv50k-2016-492055	7H	577610227
JHI-Hv50k-2016-492057	JHI-Hv50k-2016-492057	7H	577610681
JHI-Hv50k-2016-492058	JHI-Hv50k-2016-492058	7H	577611129
JHI-Hv50k-2016-492059	JHI-Hv50k-2016-492059	7H	577611187
JHI-Hv50k-2016-492060	JHI-Hv50k-2016-492060	7H	577611224
JHI-Hv50k-2016-492061	JHI-Hv50k-2016-492061	7H	577611494
JHI-Hv50k-2016-492063	JHI-Hv50k-2016-492063	7H	577611805
JHI-Hv50k-2016-492089	JHI-Hv50k-2016-492089	7H	577783376
JHI-Hv50k-2016-492102	JHI-Hv50k-2016-492102	7H	577788358
JHI-Hv50k-2016-492103	JHI-Hv50k-2016-492103	7H	577788796
JHI-Hv50k-2016-492135	JHI-Hv50k-2016-492135	7H	577791932
JHI-Hv50k-2016-492138	JHI-Hv50k-2016-492138	7H	577792366
JHI-Hv50k-2016-492188	JHI-Hv50k-2016-492188	7H	578196915
